movieID	name	year	rating	votes	action	adventure	animation	biography	comedy	crime	documentary	drama	family	fantasy	film-noir	history	horror	music	musical	mystery	romance	sci-fi	short	sport	thriller	war	western	Topic 0	Topic 1	Topic 2	Topic 3	Topic 4
m174	the seventh victim	1943	6.9	1596	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0.080628803	0.025693036	0.232420554	0.647227857	0.01402975
m293	charade	1963	8	22815	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0.059636848	0.060261536	0.172455439	0.643095119	0.064551058
m204	the talented mr. ripley	1999	7.2	64055	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.167325949	0.047468354	0.136735232	0.623857243	0.024613221
m296	chinatown	1974	8.5	80698	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0.118181025	0.059352361	0.083878851	0.593130837	0.145456926
m569	the thin man	1934	8.1	11936	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.103797733	0.042156402	0.13853628	0.58674189	0.128767696
m482	psycho	1960	8.7	146915	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0.161662117	0.055555556	0.142756041	0.586543322	0.053482964
m238	all about eve	1950	8.5	35597	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.164417687	0.031416511	0.196087929	0.586326206	0.021751667
m322	the devil and daniel webster	2004	5.7	1824	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.043575515	0.020217662	0.317288252	0.583516153	0.035402418
m278	body of evidence	1993	4.1	6052	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0.213370078	0.079293499	0.082341643	0.583197628	0.041797152
m402	it's a wonderful life	1946	8.7	103290	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0.108800672	0.039119933	0.122033186	0.579395085	0.150651124
m208	the birds	1963	7.9	53233	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0.152371169	0.070621469	0.172787194	0.577983222	0.026236946
m53	the elephant man	1980	8.4	59625	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.049182299	0.061748437	0.296055796	0.572270322	0.020743146
m575	transatlantic merry-go-round	1934	6.9	53	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0.062275986	0.066208682	0.111409797	0.572033055	0.188072481
m415	klute	1971	7.2	6901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0.193861473	0.070649776	0.063969244	0.568349404	0.103170101
m167	rear window	1954	8.7	121165	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0.173262303	0.084474886	0.105783866	0.553526129	0.082952816
m77	the graduate	1967	8.2	79677	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.368530389	0.01839981	0.049560779	0.541666667	0.021842355
m239	all the president's men	1976	8	32717	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0.148749233	0.178560467	0.020411295	0.540899325	0.111379681
m102	intolerable cruelty	2003	6.4	36739	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.223340138	0.08860698	0.084767182	0.537620297	0.065665403
m132	meet john doe	1941	7.7	4841	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.050619985	0.039192803	0.085290542	0.525261366	0.299635303
m256	barton fink	1991	7.8	33119	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0.164733909	0.040003596	0.078973391	0.52436174	0.191927364
m563	the leopard man	1943	6.9	1518	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0.128834843	0.055793991	0.194881577	0.523684629	0.096804959
m211	the day the earth stood still	2008	5.5	52489	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0.086114632	0.280383045	0.095549923	0.514997888	0.022954513
m522	some like it hot	1959	8.4	68749	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.158764075	0.05684439	0.136175553	0.514550265	0.133665717
m413	kafka	1991	6.9	4467	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0.043996077	0.232870954	0.19510999	0.512119938	0.01590304
m539	sunset blvd.	1950	8.7	55994	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.222222222	0.058551198	0.148511256	0.511619463	0.059095861
m435	meet joe black	1998	6.9	56839	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0.225205536	0.062372082	0.129704791	0.500780518	0.081937073
m566	the pianist	2002	8.5	138080	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.082362082	0.092592593	0.297461797	0.482258482	0.045325045
m546	sweet smell of success	1957	8.2	9014	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.159927836	0.057571899	0.181152499	0.477395734	0.123952032
m355	fletch	1985	6.7	17336	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.187137115	0.122921939	0.037070121	0.475063272	0.177807553
m545	the sweet hereafter	1997	7.8	16463	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26067443	0.066048035	0.099041727	0.468704512	0.105531295
m207	the majestic	2001	6.8	25057	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.16597949	0.08579131	0.134792261	0.466381224	0.147055714
m233	l'avventura	1960	7.9	6963	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.177203065	0.147372742	0.194923372	0.460385878	0.020114943
m485	mystery of the wax museum	1933	6.8	1740	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0.181980057	0.06517094	0.194871795	0.459330484	0.098646724
m476	the ploughman's lunch	1983	6.8	154	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.268543956	0.07967033	0.172008547	0.455738706	0.024038462
m369	the godfather: part ii	1974	9	251290	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.074018025	0.067191283	0.225585149	0.451910143	0.1812954
m504	schindler's list	1993	8.9	282473	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0.167273831	0.143897996	0.121129326	0.449908925	0.117789921
m103	it happened one night	1934	8.3	25577	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.102855938	0.05206028	0.185091509	0.44739523	0.212597042
m368	glengarry glen ross	1992	7.9	32882	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.056846775	0.035028473	0.024268309	0.441166733	0.44268971
m479	pretty woman	1990	6.7	61642	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.197005516	0.047491463	0.072077752	0.439978986	0.243446283
m471	philadelphia	1993	7.6	54221	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25294686	0.173381643	0.080917874	0.435120773	0.05763285
m129	man on fire	2004	7.7	76517	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.129670874	0.178730512	0.115379856	0.432751794	0.143466964
m395	the hudsucker proxy	1994	7.4	32691	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0.134636265	0.077391724	0.119495717	0.42622753	0.242248763
m483	maniac	1980	6.2	3382	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0.122744539	0.08974359	0.208214625	0.418328585	0.160968661
m609	witness	1985	7.6	30705	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0.175262055	0.055870021	0.138784067	0.416352201	0.213731656
m282	the bourne identity	2002	7.7	124918	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0.196095076	0.196000755	0.05631013	0.413789851	0.137804188
m267	being john malkovich	1999	7.9	115008	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0.263081009	0.09291722	0.180876494	0.408720673	0.054404604
m52	duck soup	1933	8.1	27112	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.036571335	0.074457594	0.315335306	0.408284024	0.165351742
m532	state and main	2000	6.8	13163	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.275440628	0.044212874	0.0893263	0.408079249	0.182940949
m416	kramer vs. kramer	1979	7.7	25836	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37955324	0.040092633	0.056544604	0.40758431	0.116225213
m316	dave	1993	6.8	20807	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.217285875	0.135013423	0.076123668	0.394907768	0.176669265
m313	the curse of the cat people	1944	6.9	2067	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0.175445816	0.022496571	0.39122085	0.385459534	0.025377229
m367	get carter	2000	4.8	14319	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.241187185	0.054001929	0.179363549	0.349191043	0.176256295
m285	broadcast news	1987	7.1	10559	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.386048988	0.121361377	0.074591764	0.348464679	0.069533191
m124	lost horizon	1937	7.8	5509	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0.074397108	0.1054456	0.459726415	0.344627083	0.015803794
m165	rko 281	1999	7.1	3543	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.171288936	0.049107931	0.232291115	0.343814403	0.203497615
m519	smoke	1995	7.5	15482	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.240439276	0.046996124	0.114276486	0.343475452	0.254812661
m62	frances	1982	7.2	2756	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.266718913	0.054902473	0.168495298	0.341823406	0.168059909
m446	mrs brown	1997	7.2	5701	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.052	0.119185185	0.454518519	0.341407407	0.032888889
m561	le grand bleu	1988	7.4	18313	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.309159159	0.086786787	0.197522523	0.341366366	0.065165165
m553	the man who wasn't there	2001	7.7	41452	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152459118	0.089038115	0.060436486	0.340235031	0.35783125
m83	hardcore	1979	6.7	2455	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.293654866	0.039165384	0.065845733	0.340174448	0.261159569
m283	brazil	1985	8	77350	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0.117302377	0.413045882	0.089883914	0.334715312	0.045052515
m315	dark city	1998	7.8	64262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0.228001491	0.200037286	0.192766592	0.324944072	0.054250559
m615	young frankenstein	1974	8	57618	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.089412645	0.146726525	0.411672278	0.324504302	0.02768425
m581	traffic	2000	7.8	86662	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.19530303	0.208181818	0.067070707	0.321414141	0.208030303
m550	the game	1997	7.7	75861	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0.347299622	0.108634331	0.058892329	0.318472652	0.166701066
m279	the bridges of madison county	1995	7.2	22252	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.386631859	0.056344156	0.165497362	0.318213956	0.073312667
m6	8mm	1999	6.3	48212	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0.331399793	0.10292729	0.069877243	0.314537524	0.18125815
m203	the godfather	1972	9.2	419312	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.068942436	0.043746414	0.347293938	0.314448269	0.225568942
m101	the insider	1999	8	69660	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.163013535	0.343154869	0.036930571	0.313929812	0.142971214
m564	the lost son	1999	6.5	911	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0.083475436	0.40820138	0.099012045	0.312139667	0.097171471
m384	heavenly creatures	1994	7.6	27211	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0.197737486	0.047419805	0.3358128	0.304664497	0.114365411
m514	the shining	1980	8.5	182077	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0.436202892	0.048625159	0.111860343	0.302165281	0.101146325
m390	hotel rwanda	2004	8.3	94404	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0.070560124	0.141260805	0.397146672	0.299880526	0.091151873
m35	blast from the past	1999	6.4	23489	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.373768394	0.098955001	0.116272126	0.299552143	0.111452335
m594	vertigo	1958	8.6	93524	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0.252792475	0.096884186	0.312815991	0.298059965	0.039447384
m250	assassins	1995	6	23681	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.248860399	0.178988604	0.047435897	0.293803419	0.230911681
m276	blow	2001	7.4	71334	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.179966195	0.049684192	0.054354595	0.293434748	0.42256027
m396	i walked with a zombie	1943	7.3	3420	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.084409426	0.039468885	0.571970526	0.289633034	0.014518129
m28	barry lyndon	1975	8.1	40622	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0.02576287	0.06163522	0.609969718	0.288935476	0.013696716
m364	gandhi	1982	8.2	52160	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.056005138	0.122671805	0.491971741	0.288888889	0.040462428
m512	shallow grave	1994	7.4	21611	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.327467988	0.113341594	0.21346551	0.285419248	0.060305659
m175	sex lies and videotape	1989	7.1	18505	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.575742409	0.073990657	0.038580247	0.285285285	0.026401401
m370	gods and monsters	1998	7.5	16063	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.272988125	0.076987595	0.337659471	0.281772834	0.030591975
m144	napoleon	1995	5.5	486	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028421871	0.16108453	0.521285732	0.279147753	0.010060115
m31	birthday girl	2001	6	13497	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0.366319444	0.04153312	0.190705128	0.278979701	0.122462607
m481	the producers	1968	7.7	19432	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.108971616	0.070175439	0.392597347	0.277349879	0.15090572
m138	my mother dreams the satan's disciples in new york	1998	6.7	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.339016766	0.066211992	0.187553282	0.276499005	0.130718954
m146	nick of time	1995	6.2	15945	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.177014043	0.090909091	0.105075142	0.2754373	0.351564425
m114	léon	1994	8.6	204901	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.269574496	0.130585568	0.151127118	0.27184207	0.176870748
m562	the hebrew hammer	2003	6.2	2900	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.237624927	0.185185185	0.151440329	0.270899471	0.154850088
m33	black rain	1989	6.4	16249	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.090601758	0.125084517	0.101194501	0.270565698	0.412553527
m115	labor of love	1998	4.5	45	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.380250811	0.088748575	0.12645795	0.269665877	0.134876787
m604	white angel	1994	4.4	99	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.405661554	0.081057488	0.167851353	0.268861454	0.076568151
m381	hannibal	2001	6.4	75788	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.078537465	0.218287151	0.319779199	0.264360278	0.119035908
m574	titanic	1997	7.4	244771	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0.139690872	0.146689997	0.298775153	0.260498688	0.15434529
m46	croupier	1998	7.2	9060	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.168437026	0.073090541	0.179986512	0.259821278	0.318664643
m223	true believer	1989	6.7	1801	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.087360376	0.357260435	0.054908877	0.258788948	0.241681364
m104	jfk	1991	8	60406	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0.072262747	0.400769968	0.072115385	0.258252284	0.196599617
m449	"murderland"""""	2009	5.8	88	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.180091807	0.297176633	0.058479532	0.255549267	0.20870276
m3	2001: a space odyssey	1968	8.4	163227	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0.134670173	0.515669516	0.074731536	0.253889985	0.02103879
m171	roughshod	1949	6.9	115	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0.115076742	0.018653154	0.166409635	0.253139458	0.446721011
m335	entrapment	1999	6.1	41120	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0.178777637	0.320025349	0.112378538	0.252710886	0.13610759
m235	a hard day's night	1964	7.6	15431	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.198651134	0.066012671	0.340827032	0.25240139	0.142107773
m150	nixon	1995	7.1	13878	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.102316149	0.319799338	0.132287331	0.247539759	0.198057423
m419	the silence of the lambs	1991	8.7	251237	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.157108478	0.420696545	0.122372066	0.24724152	0.052581392
m277	la battaglia di algeri	1966	8.2	14339	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0.054442732	0.458140729	0.199965759	0.246019517	0.041431262
m331	election	1999	7.4	37868	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.522146292	0.079979752	0.085379229	0.244832532	0.067662195
m462	notting hill	1999	6.9	67217	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.467642276	0.071653117	0.180813008	0.244065041	0.035826558
m422	lock stock and two smoking barrels	1998	8.2	129117	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.089191723	0.085514457	0.15011897	0.243708991	0.431465859
m520	snow falling on cedars	1999	6.7	8483	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0.057323991	0.406072739	0.149482816	0.241241241	0.145879213
m508	seven	1979	6.1	259	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.325543655	0.135778427	0.189170183	0.239911284	0.109596451
m469	peggy sue got married	1986	6.3	12574	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0.51174668	0.061135702	0.113872811	0.235576741	0.077668066
m577	tomorrow never dies	1997	6.4	47198	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.103125713	0.478553502	0.147786904	0.235512206	0.035021675
m333	enemy of the state	1998	7.2	67504	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.205853384	0.293138221	0.030017354	0.23526101	0.235730031
m13	airplane!	1980	7.8	57692	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.245872849	0.294227842	0.134527573	0.234984194	0.090387542
m151	no country for old men	2007	8.3	202649	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0.04929522	0.121269391	0.094416883	0.234506654	0.500511851
m596	viridiana	1961	8.2	6288	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.148838279	0.046353807	0.532551185	0.233839429	0.038417299
m401	isle of the dead	1945	6.6	1405	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0.058261183	0.052308802	0.638798701	0.233766234	0.016865079
m79	the grifters	1990	7	11481	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.136321712	0.073418189	0.076554141	0.233105823	0.480600135
m16	amadeus	1984	8.4	99138	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.059601573	0.026583471	0.665074258	0.232946606	0.015794092
m353	five easy pieces	1970	7.5	11969	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.351912094	0.055591701	0.123545146	0.232848984	0.236102075
m173	serial mom	1994	6.4	11077	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.520945542	0.076999801	0.075004987	0.232794734	0.094254937
m453	nashville	1975	7.7	9315	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.436425121	0.050338164	0.155169082	0.232463768	0.125603865
m70	get shorty	1995	6.9	33588	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.218213989	0.058101325	0.024482721	0.231971978	0.467229986
m263	bean	1997	5.8	27131	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.335024371	0.126628867	0.195364568	0.23177161	0.111210584
m30	big fish	2003	8.1	144264	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.392141757	0.042715288	0.257062147	0.23172402	0.076356788
m559	the beach	2000	6.3	55734	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0.189869281	0.25	0.135947712	0.231045752	0.193137255
m357	the french connection	1971	7.9	34062	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.099031339	0.098233618	0.128205128	0.22997151	0.444558405
